,Player,Season,Team,dob,pos
6455,Brian Campbell,20142015,Florida Panthers,1979-05-23,D
6456,Jason Zucker,20142015,Minnesota Wild,1992-01-16,LW/RW
6457,Andrew Shaw,20142015,Chicago Blackhawks,1991-07-20,RW/C
6458,Dwight King,20142015,Los Angeles Kings,1989-07-05,LW/RW
6459,John Mitchell,20142015,Colorado Avalanche,1985-01-22,C/LW
6460,Alex Chiasson,20142015,Ottawa Senators,1990-10-01,RW/C
6461,Kevin Klein,20142015,New York Rangers,1984-12-13,D
6462,Colton Sceviour,20142015,Dallas Stars,1989-04-20,C/W
6463,Leo Komarov,20142015,Toronto Maple Leafs,1987-01-23,W/C
6464,Bo Horvat,20142015,Vancouver Canucks,1995-04-05,C
6465,Antoine Roussel,20142015,Dallas Stars,1989-11-21,LW/C
6466,Peter Holland,20142015,Toronto Maple Leafs,1991-01-14,C
6467,Travis Zajac,20142015,New Jersey Devils,1985-05-13,C
6468,Stephen Weiss,20142015,Detroit Red Wings,1983-04-03,C
6469,Jared Spurgeon,20142015,Minnesota Wild,1989-11-29,D
6470,Trevor Lewis,20142015,Los Angeles Kings,1987-01-08,C/RW
6471,Ryan Garbutt,20142015,Dallas Stars,1985-08-12,W/C
6472,Riley Nash,20142015,Carolina Hurricanes,1989-05-09,C
6473,Matt Cullen,20142015,Nashville Predators,1976-11-02,C
6474,Derek Dorsett,20142015,Vancouver Canucks,1986-12-20,RW
6475,Jason Demers,20142015,totals,1988-06-09,D
6476,Brandon Pirri,20142015,Florida Panthers,1991-04-10,C/LW
6477,Brian Boyle,20142015,Tampa Bay Lightning,1984-12-18,C/LW
6478,Melker Karlsson,20142015,San Jose Sharks,1990-07-18,RW/C
6479,Josh Jooris,20142015,Calgary Flames,1990-07-14,C/RW
6480,Linden Vey,20142015,Vancouver Canucks,1991-07-17,C
6481,Martin Hanzal,20142015,Arizona Coyotes,1987-02-20,C
6482,Jordan Staal,20142015,Carolina Hurricanes,1988-09-10,C
6483,Jake Gardiner,20142015,Toronto Maple Leafs,1990-07-04,D
6484,Adam Larsson,20142015,New Jersey Devils,1992-11-12,D
6485,Brayden McNabb,20142015,Los Angeles Kings,1991-01-21,D
6486,Matt Calvert,20142015,Columbus Blue Jackets,1989-12-24,LW/RW
6487,Erik Johnson,20142015,Colorado Avalanche,1988-03-21,D
6488,Mason Raymond,20142015,Calgary Flames,1985-09-17,LW/RW
6489,Francois Beauchemin,20142015,Anaheim Ducks,1980-06-04,D
6490,Marco Scandella,20142015,Minnesota Wild,1990-02-23,D
6491,Adam Lowry,20142015,Winnipeg Jets,1993-03-29,C
6492,J.T. Miller,20142015,New York Rangers,1993-03-14,C/W
6493,Erik Condra,20142015,Ottawa Senators,1986-08-06,RW/LW
6494,Jiri Sekac,20142015,totals,1992-06-10,LW
6495,Marc-Edouard Vlasic,20142015,San Jose Sharks,1987-03-30,D
6496,Dave Bolland,20142015,Florida Panthers,1986-06-05,C/RW
6497,Toby Enstrom,20142015,Winnipeg Jets,1984-11-05,D
6498,Andrej Sekera,20142015,totals,1986-06-08,D
6499,Simon Despres,20142015,totals,1991-07-27,D
6500,Dan Hamhuis,20142015,Vancouver Canucks,1982-12-13,D
6501,Justin Braun,20142015,San Jose Sharks,1987-02-10,D
6502,Evander Kane,20142015,totals,1991-08-02,LW
6503,Andre Burakovsky,20142015,Washington Capitals,1995-02-09,LW/RW
6504,PA Parenteau,20142015,Montréal Canadiens,1983-03-24,RW
6505,Johan Franzen,20142015,Detroit Red Wings,1979-12-23,LW
6506,Vincent Trocheck,20142015,Florida Panthers,1993-07-11,C
6507,Jacob Trouba,20142015,Winnipeg Jets,1994-02-26,D
6508,Jeff Petry,20142015,totals,1987-12-09,D
6509,Alec Martinez,20142015,Los Angeles Kings,1987-07-26,D
6510,Dmitry Kulikov,20142015,Florida Panthers,1990-10-29,D
6511,Andy Greene,20142015,New Jersey Devils,1982-10-30,D
6512,John-Michael Liles,20142015,Carolina Hurricanes,1980-11-25,D
6513,Thomas Hickey,20142015,New York Islanders,1989-02-08,D
6514,Tobias Rieder,20142015,Arizona Coyotes,1993-01-10,W/C
6515,Yannick Weber,20142015,Vancouver Canucks,1988-09-23,D
6516,Joffrey Lupul,20142015,Toronto Maple Leafs,1983-09-23,RW
6517,Kevin Connauton,20142015,totals,1990-02-23,D
6518,Marko Dano,20142015,Columbus Blue Jackets,1994-11-30,LW/C
6519,Brad Richardson,20142015,Vancouver Canucks,1985-02-04,RW/C
6520,Jay McClement,20142015,Carolina Hurricanes,1983-03-02,C/D
6521,Chris Tierney,20142015,San Jose Sharks,1994-07-01,C
6522,Lauri Korpikoski,20142015,Arizona Coyotes,1986-07-28,LW/RW
6523,Cody Ceci,20142015,Ottawa Senators,1993-12-21,D
6524,Karl Alzner,20142015,Washington Capitals,1988-09-24,D
6525,Chris Terry,20142015,Carolina Hurricanes,1989-04-07,LW
6526,Jay Beagle,20142015,Washington Capitals,1985-10-16,C/RW
6527,Dan Boyle,20142015,New York Rangers,1976-07-12,D
6528,Kyle Brodziak,20142015,Minnesota Wild,1984-05-25,C
6529,Vincent Lecavalier,20142015,Philadelphia Flyers,1980-04-21,C
6530,Marcus Foligno,20142015,Buffalo Sabres,1991-08-10,LW/RW
6531,Zdeno Chara,20142015,Boston Bruins,1977-03-18,D
6532,Rasmus Ristolainen,20142015,Buffalo Sabres,1994-10-27,D
6533,Andrej Nestrasil,20142015,totals,1991-02-22,RW/C
6534,Brooks Laich,20142015,Washington Capitals,1983-06-23,C/LW
6535,Anton Lander,20142015,Edmonton Oilers,1991-04-24,C
6536,Devante Smith-Pelly,20142015,totals,1992-06-14,RW
6537,Lubomir Visnovsky,20142015,New York Islanders,1976-08-11,D
6538,Zach Redmond,20142015,Colorado Avalanche,1988-07-26,D
6539,Marc Staal,20142015,New York Rangers,1987-01-13,D
6540,Alex Wennberg,20142015,Columbus Blue Jackets,1994-09-22,C
6541,Dan Girardi,20142015,New York Rangers,1984-04-29,D
6542,Zach Bogosian,20142015,totals,1990-07-15,D
6543,Paul Martin,20142015,Pittsburgh Penguins,1981-03-05,D
6544,Oscar Klefbom,20142015,Edmonton Oilers,1993-07-20,D
6545,Chris Tanev,20142015,Vancouver Canucks,1989-12-20,D
6546,Cedric Paquette,20142015,Tampa Bay Lightning,1993-08-13,C
6547,Jean-Gabriel Pageau,20142015,Ottawa Senators,1992-11-11,C
6548,Mikhail Grabovski,20142015,New York Islanders,1984-01-31,C
6549,Sean Bergenheim,20142015,totals,1984-02-08,LW/RW
6550,Matt Irwin,20142015,San Jose Sharks,1987-11-29,D
6551,Jason Chimera,20142015,Washington Capitals,1979-05-02,LW/RW
6552,Michael Ryder,20142015,New Jersey Devils,1980-03-31,RW
6553,Paul Byron,20142015,Calgary Flames,1989-04-27,LW/C
6554,Alexander Semin,20142015,Carolina Hurricanes,1984-03-03,RW/LW
6555,Eric Gelinas,20142015,New Jersey Devils,1991-05-08,D
6556,Niklas Hjalmarsson,20142015,Chicago Blackhawks,1987-06-06,D
6557,Brooks Orpik,20142015,Washington Capitals,1980-09-26,D
6558,Dmitrij Jaskin,20142015,St Louis Blues,1993-03-23,RW
6559,Luke Glendening,20142015,Detroit Red Wings,1989-04-28,C/RW
6560,Casey Cizikas,20142015,New York Islanders,1991-02-27,C
6561,Ryan Spooner,20142015,Boston Bruins,1992-01-30,C/LW
6562,Markus Granlund,20142015,Calgary Flames,1993-04-16,C/LW
6563,James Sheppard,20142015,totals,1988-04-25,C/LW
6564,Calle Jarnkrok,20142015,Nashville Predators,1991-09-25,C/W
6565,Mattias Ekholm,20142015,Nashville Predators,1990-05-24,D
6566,Nate Thompson,20142015,Anaheim Ducks,1984-10-05,C
6567,Max Talbot,20142015,totals,1984-02-11,C/W
6568,Matt Carle,20142015,Tampa Bay Lightning,1984-09-25,D
6569,Brandon Prust,20142015,Montréal Canadiens,1984-03-16,LW/RW
6570,Tomas Jurco,20142015,Detroit Red Wings,1992-12-28,LW/RW
6571,Kyle Quincey,20142015,Detroit Red Wings,1985-08-12,D
6572,Michael Stone,20142015,Arizona Coyotes,1990-06-07,D
6573,Brett Connolly,20142015,totals,1992-05-02,RW
6574,Richard Panik,20142015,Toronto Maple Leafs,1991-02-07,RW/LW
6575,Boone Jenner,20142015,Columbus Blue Jackets,1993-06-15,C
6576,Matt Stajan,20142015,Calgary Flames,1983-12-19,C
6577,Marcus Kruger,20142015,Chicago Blackhawks,1990-05-27,C
6578,Jarret Stoll,20142015,Los Angeles Kings,1982-06-24,C
6579,Damon Severson,20142015,New Jersey Devils,1994-08-07,D
6580,Brian Flynn,20142015,totals,1988-07-26,C/W
6581,Ian Cole,20142015,totals,1989-02-21,D
6582,Tom Wilson,20142015,Washington Capitals,1994-03-29,RW
6583,Jonas Brodin,20142015,Minnesota Wild,1993-07-12,D
6584,Tanner Pearson,20142015,Los Angeles Kings,1992-08-10,LW
6585,Zack Kassian,20142015,Vancouver Canucks,1991-01-24,RW
6586,Vladislav Namestnikov,20142015,Tampa Bay Lightning,1992-11-22,C/LW
6587,Matt Dumba,20142015,Minnesota Wild,1994-07-25,D
6588,Taylor Beck,20142015,Nashville Predators,1991-05-13,LW/RW
6589,Matt Hendricks,20142015,Edmonton Oilers,1981-06-17,LW/C
6590,Cal Clutterbuck,20142015,New York Islanders,1987-11-18,RW
6591,Johan Larsson,20142015,Buffalo Sabres,1992-07-25,C/LW
6592,Mike Richards,20142015,Los Angeles Kings,1985-02-11,C
6593,Jordie Benn,20142015,Dallas Stars,1987-07-26,D
6594,David Clarkson,20142015,totals,1984-03-31,RW
6595,Jordin Tootoo,20142015,New Jersey Devils,1983-02-02,RW
6596,R.J. Umberger,20142015,Philadelphia Flyers,1982-05-03,C/W
6597,Chris VandeVelde,20142015,Philadelphia Flyers,1987-03-15,C/LW
6598,Scottie Upshall,20142015,Florida Panthers,1983-10-07,LW/RW
6599,Brad Malone,20142015,Carolina Hurricanes,1989-05-20,C/LW
6600,Curtis Lazar,20142015,Ottawa Senators,1995-02-02,C/RW
6601,Kyle Clifford,20142015,Los Angeles Kings,1991-01-13,LW
6602,Nicolas Deslauriers,20142015,Buffalo Sabres,1991-02-22,LW/D
6603,Nikita Zadorov,20142015,Buffalo Sabres,1995-04-16,D
6604,Fedor Tyutin,20142015,Columbus Blue Jackets,1983-07-19,D
6605,Jonathan Ericsson,20142015,Detroit Red Wings,1984-03-02,D
6606,Nate Guenin,20142015,Colorado Avalanche,1982-12-10,D
6607,Nick Schultz,20142015,Philadelphia Flyers,1982-08-25,D
6608,Barret Jackman,20142015,St Louis Blues,1981-03-05,D
6609,Matt Martin,20142015,New York Islanders,1989-05-08,LW
6610,Andrej Meszaros,20142015,Buffalo Sabres,1985-10-13,D
6611,Erik Haula,20142015,Minnesota Wild,1991-03-23,LW/C
6612,Ben Smith,20142015,totals,1988-07-11,RW/C
6613,Chris Thorburn,20142015,Winnipeg Jets,1983-06-03,RW
6614,Tyler Kennedy,20142015,totals,1986-07-15,C/RW
6615,Rene Bourque,20142015,totals,1981-12-10,LW/RW
6616,Jesper Fast,20142015,New York Rangers,1991-12-02,RW
6617,Torrey Mitchell,20142015,totals,1985-01-30,C/RW
6618,Martin Havlat,20142015,New Jersey Devils,1981-04-19,RW/LW
6619,Nicklas Grossmann,20142015,Philadelphia Flyers,1985-01-22,D
6620,Nick Holden,20142015,Colorado Avalanche,1987-05-15,D
6621,Kevin Bieksa,20142015,Vancouver Canucks,1981-06-16,D
6622,Kyle Chipchura,20142015,Arizona Coyotes,1986-02-19,C/W
6623,Paul Gaustad,20142015,Nashville Predators,1982-02-03,C
6624,David Rundblad,20142015,Chicago Blackhawks,1990-10-08,D
6625,Christian Ehrhoff,20142015,Pittsburgh Penguins,1982-07-06,D
6626,Luke Schenn,20142015,Philadelphia Flyers,1989-11-02,D
6627,Alexei Emelin,20142015,Montréal Canadiens,1986-04-25,D
6628,Andrew Ference,20142015,Edmonton Oilers,1979-03-17,D
6629,Dennis Seidenberg,20142015,Boston Bruins,1981-07-18,D
6630,Ben Lovejoy,20142015,totals,1984-02-20,D
6631,Jon Merrill,20142015,New Jersey Devils,1992-02-03,D
6632,Mark Stuart,20142015,Winnipeg Jets,1984-04-27,D
6633,Sergei Gonchar,20142015,totals,1974-04-13,D
6634,Michael Grabner,20142015,New York Islanders,1987-10-05,LW/RW
6635,Mark Letestu,20142015,Columbus Blue Jackets,1985-02-04,C
6636,David Booth,20142015,Toronto Maple Leafs,1984-11-24,LW/RW
6637,Tuomo Ruutu,20142015,New Jersey Devils,1983-02-16,LW/RW
6638,Boyd Gordon,20142015,Edmonton Oilers,1983-10-19,C
6639,Daniel Paille,20142015,Boston Bruins,1984-04-15,LW
6640,Cody Hodgson,20142015,Buffalo Sabres,1990-02-18,C
6641,Jakub Kindl,20142015,Detroit Red Wings,1987-02-10,D
6642,Stephen Gionta,20142015,New Jersey Devils,1983-10-09,C/RW
6643,Drew Miller,20142015,Detroit Red Wings,1984-02-17,LW/RW
6644,Jim Slater,20142015,Winnipeg Jets,1982-12-09,C
6645,Ryan Murphy,20142015,Carolina Hurricanes,1993-03-31,D
6646,Erik Gudbranson,20142015,Florida Panthers,1992-01-07,D
6647,Brendan Smith,20142015,Detroit Red Wings,1989-02-08,D
6648,Ryan Carter,20142015,Minnesota Wild,1983-08-03,C
6649,Patrick Wiercioch,20142015,Ottawa Senators,1990-09-12,D
6650,Brad Stuart,20142015,Colorado Avalanche,1979-11-06,D
6651,Robyn Regehr,20142015,Los Angeles Kings,1980-04-19,D
6652,Gabriel Bourque,20142015,Nashville Predators,1990-09-23,LW
6653,Jay Bouwmeester,20142015,St Louis Blues,1983-09-27,D
6654,Michal Rozsival,20142015,Chicago Blackhawks,1978-09-03,D
6655,Jan Hejda,20142015,Colorado Avalanche,1978-06-18,D
6656,Andrej Sustr,20142015,Tampa Bay Lightning,1990-11-29,D
6657,Daniel Briere,20142015,Colorado Avalanche,1977-10-06,C
6658,Matt Fraser,20142015,totals,1990-05-20,RW/LW
6659,Eric Nystrom,20142015,Nashville Predators,1983-02-14,LW
6660,Cody McLeod,20142015,Colorado Avalanche,1984-06-26,LW
6661,Ryan White,20142015,Philadelphia Flyers,1988-03-17,C/RW
6662,Gregory Campbell,20142015,Boston Bruins,1983-12-17,C
6663,Pierre-Edouard Bellemare,20142015,Philadelphia Flyers,1985-03-06,C/LW
6664,Ryan Reaves,20142015,St Louis Blues,1987-01-20,RW
6665,Patrick Dwyer,20142015,Carolina Hurricanes,1983-06-22,RW
6666,Ronalds Kenins,20142015,Vancouver Canucks,1991-02-28,LW/RW
6667,Beau Bennett,20142015,Pittsburgh Penguins,1991-11-27,RW/LW
6668,David Moss,20142015,Arizona Coyotes,1981-12-28,RW/LW
6669,Barclay Goodrow,20142015,San Jose Sharks,1993-02-26,C/W
6670,Zbynek Michalek,20142015,totals,1982-12-23,D
6671,Tom Gilbert,20142015,Montréal Canadiens,1983-01-10,D
6672,Dennis Everberg,20142015,Colorado Avalanche,1991-12-31,RW/LW
6673,Steve Ott,20142015,St Louis Blues,1982-08-19,C/W
6674,Andrew MacDonald,20142015,Philadelphia Flyers,1986-09-07,D
6675,Carl Gunnarsson,20142015,St Louis Blues,1986-11-09,D
6676,Calvin de Haan,20142015,New York Islanders,1991-05-09,D
6677,Eric Gryba,20142015,Ottawa Senators,1988-04-14,D
6678,Pascal Dupuis,20142015,Pittsburgh Penguins,1979-04-07,LW
6679,Jacob Josefson,20142015,New Jersey Devils,1991-03-02,C
6680,Derek MacKenzie,20142015,Florida Panthers,1981-06-11,C/LW
6681,Eric Brewer,20142015,totals,1979-04-17,D
6682,Ryan Stanton,20142015,Vancouver Canucks,1989-07-20,D
6683,Luca Sbisa,20142015,Vancouver Canucks,1990-01-30,D
6684,Matt Hunwick,20142015,New York Rangers,1985-05-21,D
6685,John Moore,20142015,totals,1990-11-19,D
6686,Deryk Engelland,20142015,Calgary Flames,1982-04-03,D
6687,Maxim Lapierre,20142015,totals,1985-03-29,C
6688,Braydon Coburn,20142015,totals,1985-02-27,D
6689,Marc Methot,20142015,Ottawa Senators,1985-06-21,D
6690,Mark Borowiecki,20142015,Ottawa Senators,1989-07-12,D
6691,Seth Griffith,20142015,Boston Bruins,1993-01-04,C/RW
6692,Emerson Etem,20142015,Anaheim Ducks,1992-06-16,RW/LW
6693,Andrew Desjardins,20142015,totals,1986-07-27,W/C
6694,Matt Cooke,20142015,Minnesota Wild,1978-09-07,LW
6695,Nikita Nikitin,20142015,Edmonton Oilers,1986-06-16,D
6696,Joakim Lindstrom,20142015,totals,1983-12-05,RW
6697,Olli Jokinen,20142015,totals,1978-12-05,C
6698,Dainius Zubrus,20142015,New Jersey Devils,1978-06-16,W/C
6699,Viktor Stalberg,20142015,Nashville Predators,1986-01-17,LW/RW
6700,Christian Folin,20142015,Minnesota Wild,1991-02-09,D
6701,Brett Bellemore,20142015,Carolina Hurricanes,1988-06-25,D
6702,Johnny Oduya,20142015,Chicago Blackhawks,1981-10-01,D
6703,Brenden Dillon,20142015,totals,1990-11-13,D
6704,Ron Hainsey,20142015,Carolina Hurricanes,1981-03-24,D
6705,Rob Scuderi,20142015,Pittsburgh Penguins,1978-12-30,D
6706,Victor Bartley,20142015,Nashville Predators,1988-02-17,D
6707,Jyrki Jokipakka,20142015,Dallas Stars,1991-08-20,D
6708,Brett Ritchie,20142015,Dallas Stars,1993-07-01,RW
6709,Jordan Nolan,20142015,Los Angeles Kings,1989-06-23,C/LW
6710,Roman Polak,20142015,Toronto Maple Leafs,1986-04-28,D
6711,Rob Klinkhammer,20142015,totals,1986-08-12,W/C
6712,Teuvo Teravainen,20142015,Chicago Blackhawks,1994-09-11,W/C
6713,Jamie McBain,20142015,Los Angeles Kings,1988-02-25,D
6714,Chris Butler,20142015,St Louis Blues,1986-10-27,D
6715,Travis Moen,20142015,totals,1982-04-06,LW/RW
6716,J.T. Brown,20142015,Tampa Bay Lightning,1990-07-02,RW
6717,Jared Cowen,20142015,Ottawa Senators,1991-01-25,D
6718,Jay Harrison,20142015,totals,1982-11-03,D
6719,Joe Vitale,20142015,Arizona Coyotes,1985-08-20,C/RW
6720,Marcel Goc,20142015,totals,1983-08-24,C
6721,Matt Greene,20142015,Los Angeles Kings,1983-05-13,D
6722,Leon Draisaitl,20142015,Edmonton Oilers,1995-10-27,C/W
6723,Olli Maatta,20142015,Pittsburgh Penguins,1994-08-22,D
6724,Andre Benoit,20142015,Buffalo Sabres,1984-01-06,D
6725,Nathan Beaulieu,20142015,Montréal Canadiens,1992-12-05,D
6726,Tim Gleason,20142015,totals,1983-01-29,D
6727,Cody Goloubef,20142015,Columbus Blue Jackets,1989-11-30,D
6728,Adam Pardy,20142015,Winnipeg Jets,1984-03-29,D
6729,Jack Skille,20142015,Columbus Blue Jackets,1987-05-19,RW/LW
6730,Teemu Pulkkinen,20142015,Detroit Red Wings,1992-01-02,RW
6731,Daniel Carcillo,20142015,Chicago Blackhawks,1985-01-28,LW
6732,Jordan Schroeder,20142015,Minnesota Wild,1990-09-29,C/RW
6733,Matt Halischuk,20142015,Winnipeg Jets,1988-06-01,RW
6734,Robert Bortuzzo,20142015,totals,1989-03-18,D
6735,Willie Mitchell,20142015,Florida Panthers,1977-04-23,D
6736,Joakim Andersson,20142015,Detroit Red Wings,1989-02-05,C
6737,Brenden Morrow,20142015,Tampa Bay Lightning,1979-01-16,LW
6738,Colin McDonald,20142015,New York Islanders,1984-09-30,RW
6739,Matt Tennyson,20142015,San Jose Sharks,1990-04-23,D
6740,Carlo Colaiacovo,20142015,Philadelphia Flyers,1983-01-27,D
6741,Ben Chiarot,20142015,Winnipeg Jets,1991-05-09,D
6742,Dylan Olsen,20142015,Florida Panthers,1991-01-03,D
6743,Tomas Kopecky,20142015,Florida Panthers,1982-02-05,W/C
6744,Mark Fayne,20142015,Edmonton Oilers,1987-05-15,D
6745,Jamie Oleksiak,20142015,Dallas Stars,1992-12-21,D
6746,Corey Tropp,20142015,Columbus Blue Jackets,1989-07-25,RW
6747,Clayton Stoner,20142015,Anaheim Ducks,1985-02-19,D
6748,Dalton Prout,20142015,Columbus Blue Jackets,1990-03-13,D
6749,Tim Jackman,20142015,Anaheim Ducks,1981-11-14,RW
6750,Chris Neil,20142015,Ottawa Senators,1979-06-18,RW
6751,Connor Murphy,20142015,Arizona Coyotes,1993-03-26,D
6752,Craig Cunningham,20142015,totals,1990-09-13,W/C
6753,Damien Brunner,20142015,New Jersey Devils,1986-03-09,RW/LW
6754,Nikita Nesterov,20142015,Tampa Bay Lightning,1993-03-28,D
6755,Derrick Pouliot,20142015,Pittsburgh Penguins,1994-01-16,D
6756,Kevan Miller,20142015,Boston Bruins,1987-11-15,D
6757,Tim Erixon,20142015,totals,1991-02-24,D
6758,Tye McGinn,20142015,totals,1990-07-29,LW/RW
6759,Brian Strait,20142015,New York Islanders,1988-01-04,D
6760,Scott Hannan,20142015,San Jose Sharks,1979-01-23,D
6761,Nate Prosser,20142015,Minnesota Wild,1986-05-07,D
6762,Marc-Andre Cliche,20142015,Colorado Avalanche,1987-03-23,C
6763,Anthony Duclair,20142015,New York Rangers,1995-08-26,W/C
6764,Nick Shore,20142015,Los Angeles Kings,1992-09-26,C
6765,Mark Barberio,20142015,Tampa Bay Lightning,1990-03-23,D
6766,Stephane Robidas,20142015,Toronto Maple Leafs,1977-03-03,D
6767,Adam McQuaid,20142015,Boston Bruins,1986-10-12,D
6768,Mike Weber,20142015,Buffalo Sabres,1987-12-16,D
6769,Craig Adams,20142015,Pittsburgh Penguins,1977-04-26,RW
6770,Anton Volchenkov,20142015,Nashville Predators,1982-02-25,D
6771,Jamie McGinn,20142015,Colorado Avalanche,1988-08-05,LW
6772,Jacob de la Rose,20142015,Montréal Canadiens,1995-05-20,C/W
6773,Mikhail Grigorenko,20142015,Buffalo Sabres,1994-05-16,C/RW
6774,Zach Boychuk,20142015,Carolina Hurricanes,1989-10-04,C/LW
6775,B.J. Crombeen,20142015,Arizona Coyotes,1985-07-10,RW
6776,Sven Baertschi,20142015,totals,1992-10-05,LW
6777,Scott Laughton,20142015,Philadelphia Flyers,1994-05-30,C/LW
6778,Michal Jordan,20142015,Carolina Hurricanes,1990-07-17,D
6779,Paul Postma,20142015,Winnipeg Jets,1989-02-22,D
6780,Jeremy Morin,20142015,totals,1991-04-16,RW/LW
6781,Andrew Miller,20142015,Edmonton Oilers,1988-09-18,C/RW
6782,Andrew Ebbett,20142015,Pittsburgh Penguins,1983-01-02,C/LW
6783,Zac Rinaldo,20142015,Philadelphia Flyers,1990-06-15,C/W
6784,Tanner Glass,20142015,New York Rangers,1983-11-29,LW
6785,Korbinian Holzer,20142015,totals,1988-02-16,D
6786,Josh Gorges,20142015,Buffalo Sabres,1984-08-14,D
6787,Michael Latta,20142015,Washington Capitals,1991-05-25,C
6788,Curtis McKenzie,20142015,Dallas Stars,1991-02-22,LW
6789,William Karlsson,20142015,totals,1993-01-08,C
6790,Phil Varone,20142015,Buffalo Sabres,1990-12-04,C/W
6791,Michael Bournival,20142015,Montréal Canadiens,1992-05-31,W/C
6792,Peter Harrold,20142015,New Jersey Devils,1983-06-08,D/W
6793,Lucas Lessio,20142015,Arizona Coyotes,1993-01-23,LW/RW
6794,Micheal Ferland,20142015,Calgary Flames,1992-04-20,LW/RW
6795,Radko Gudas,20142015,totals,1990-06-05,D
6796,Trevor Smith,20142015,Toronto Maple Leafs,1985-02-08,C/LW
6797,Zach Trotman,20142015,Boston Bruins,1990-08-26,D
6798,Michael Chaput,20142015,Columbus Blue Jackets,1992-04-09,C
6799,Martin Marincin,20142015,Edmonton Oilers,1992-02-18,D
6800,Shawn Thornton,20142015,Florida Panthers,1977-07-23,RW
6801,Brandon Bollig,20142015,Calgary Flames,1987-01-31,LW/C
6802,Jared Boll,20142015,Columbus Blue Jackets,1986-05-13,RW
6803,Brian Gibbons,20142015,Columbus Blue Jackets,1988-02-26,W/C
6804,Jack Hillen,20142015,totals,1986-01-24,D
6805,Tyson Strachan,20142015,Buffalo Sabres,1984-10-30,D
6806,Simon Gagne,20142015,Boston Bruins,1980-02-29,LW
6807,John Scott,20142015,San Jose Sharks,1982-09-26,LW
6808,Steve Pinizzotto,20142015,Edmonton Oilers,1984-04-26,RW
6809,Brandon Kozun,20142015,Toronto Maple Leafs,1990-03-08,RW
6810,Jesse Joensuu,20142015,Edmonton Oilers,1987-10-05,LW
6811,Steven Kampfer,20142015,Florida Panthers,1988-09-24,D
